TIF Number,TIF Name,Time Period,Type,Description,Amount,Designation Date,Expiration Date
T-149,Stevenson/Brighton,2024,Current Obligations,Program administration,-93300,04/11/2007,12/31/2031
T-145,73rd/University,2024,Current Obligations,Program administration,-18600,09/13/2006,12/31/2030
T-147,LaSalle Central,2024,Current Obligations,Program administration,-1888800,11/15/2006,12/31/2030
T-099,Archer/Central,2024,Current Obligations,Program administration,-21700,05/17/2000,12/31/2024
T-118,47th/King Drive,2024,Current Obligations,Program administration,-277800,03/27/2002,12/31/2026
T-130,Edgewater/Ashland,2024,Current Obligations,Program administration,-56500,10/01/2003,12/31/2027
T-123,Avalon Park/South Shore,2024,Current Obligations,Program administration,-21500,07/31/2002,12/31/2026
T-156,Austin Commercial,2024,Current Obligations,Program administration,-32700,09/27/2007,12/31/2031
T-144,Harrison/Central,2024,Current Obligations,Program administration,-22900,07/26/2006,12/31/2030
T-158,Weed/Freemont,2024,Current Obligations,RA - Grossinger Autoplex,-746200,01/08/2008,12/31/2032
T-166,North Pullman,2024,Current Obligations,Program administration,-49900,06/30/2009,12/31/2033
T-147,LaSalle Central,2024,Current Obligations,RA - Riverside Park II,-4910000,11/15/2006,12/31/2030
T-166,North Pullman,2024,Current Obligations,RA - Pullman Park,-530700,06/30/2009,12/31/2033
T-158,Weed/Freemont,2024,Current Obligations,Program administration,-32300,01/08/2008,12/31/2032
T-129,Diversey/Narragansett,2024,Current Obligations,Program administration,-86000,02/05/2003,12/31/2027
T-110,Wilson Yard,2024,Current Obligations,RA - Clifton Magnolia Apts,-263300,06/27/2001,12/31/2025
T-136,47th/State,2024,Current Obligations,Program administration,-58500,07/21/2004,12/31/2028
T-122,Drexel Boulevard,2024,Current Obligations,Program administration,-13400,07/10/2002,12/31/2026
T-129,Diversey/Narragansett,2024,Current Obligations,RA - Brickyard Shopping Center Note A,-1600100,02/05/2003,12/31/2027
T-100,Ohio/Wabash,2024,Current Obligations,Program administration,-3400,06/07/2000,12/31/2024
T-100,Ohio/Wabash,2024,Current Obligations,RA - Medinah Temple,-1972500,06/07/2000,12/31/2024
T-163,Archer/Western,2024,Current Obligations,Program administration,-8800,02/11/2009,12/31/2033
T-103,Lake Calumet Area Industrial,2024,Current Obligations,Program administration,-129200,12/13/2000,12/31/2024
T-116,Lawrence/Pulaski,2024,Current Obligations,RA - Thai Town,-46000,02/27/2002,12/31/2026
T-102,Montclare,2024,Current Obligations,Program administration,-14200,08/30/2000,12/31/2024
T-110,Wilson Yard,2024,Current Obligations,City Colleges IGA - Truman College,-442700,06/27/2001,12/31/2025
T-161,Ogden/Pulaski,2024,Current Obligations,Program administration,-12200,04/09/2008,12/31/2032
T-102,Montclare,2024,Current Obligations,RA - Montclare Sr - Belden Ph2,-272100,08/30/2000,12/31/2024
T-124,67th/Cicero,2024,Current Obligations,RA - SL Midway LLC,-292100,10/02/2002,12/31/2026
T-124,67th/Cicero,2024,Current Obligations,Program administration,-12600,10/02/2002,12/31/2026
T-117,47th/Ashland,2024,Current Obligations,RA - Bishop Plaza LLC,-245200,03/27/2002,12/31/2026
T-125,119th/I-57,2024,Current Obligations,RA - Renaissance Estates PayGo,-248400,11/06/2002,12/31/2026
T-116,Lawrence/Pulaski,2024,Current Obligations,Program administration,-60600,02/27/2002,12/31/2026
T-134,Devon/Sheridan,2024,Current Obligations,Program administration,-10100,03/31/2004,12/31/2028
T-134,Devon/Sheridan,2024,Current Obligations,RA - Loyola University,-140800,03/31/2004,12/31/2028
T-108,Humboldt Park Commercial,2024,Current Obligations,Program administration,-135300,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2024,Current Obligations,RA - Resurrection University,-333400,06/27/2001,12/31/2025
T-117,47th/Ashland,2024,Current Obligations,MSAC DS - Back of the Yards HS,-2182800,03/27/2002,12/31/2026
T-167,Avondale,2024,Current Obligations,Program administration,-5900,07/29/2009,12/31/2033
T-117,47th/Ashland,2024,Current Obligations,Program administration,-100200,03/27/2002,12/31/2026
T-166,North Pullman,2024,Current Obligations,RA - Whole Foods Distribution,-800400,06/30/2009,12/31/2033
T-139,Ravenswood Corridor,2024,Current Obligations,Program administration,-64300,03/09/2005,12/31/2029
T-131,35th/State,2024,Current Obligations,RA - Townsend Chicago LLC,-639800,01/14/2004,12/31/2028
T-155,79th/Vincennes,2024,Current Obligations,Program administration,-10800,09/27/2007,12/31/2031
T-119,Lakefront,2024,Current Obligations,RA - Lake Park Crescent Rental,-59900,03/27/2002,12/31/2026
T-119,Lakefront,2024,Current Obligations,RA - Lake Park Crescent For Sale,-214400,03/27/2002,12/31/2026
T-160,Kennedy/Kimball,2024,Current Obligations,Program administration,-12800,03/12/2008,12/31/2032
T-125,119th/I-57,2024,Current Obligations,Program administration,-165900,11/06/2002,12/31/2026
T-119,Lakefront,2024,Current Obligations,Program administration,-17200,03/27/2002,12/31/2026
T-128,Commercial Avenue,2024,Current Obligations,Program administration,-50200,11/13/2002,12/31/2026
T-111,105th/Vincennes,2024,Current Obligations,RA - Renaissance Beverly Ridge,-942500,10/03/2001,12/31/2025
T-141,26th and King Drive,2024,Current Obligations,RA - Mercy Hospital,-737800,01/11/2006,12/31/2030
T-126,Madden/Wells,2024,Current Obligations,RA - Phase 1A rental interest subsidy,-51000,11/06/2002,12/31/2026
T-131,35th/State,2024,Current Obligations,RA - Park Boulevard Ph 1,-423100,01/14/2004,12/31/2028
T-106,Englewood Neighborhood,2024,Current Obligations,Program administration,-183600,06/27/2001,12/31/2025
T-146,Touhy/Western,2024,Current Obligations,MSAC DS - West Ridge ES - TIF share,-707900,09/13/2006,12/31/2030
T-150,Addison South,2024,Current Obligations,RA - Green Exchange Note R-1 pmts,-1163900,05/09/2007,12/31/2031
T-150,Addison South,2024,Current Obligations,RA - Green Exchange HUD 108 loan,-1072200,05/09/2007,12/31/2031
T-150,Addison South,2024,Current Obligations,Program administration,-152700,05/09/2007,12/31/2031
T-131,35th/State,2024,Current Obligations,Program administration,-92900,01/14/2004,12/31/2028
T-141,26th and King Drive,2024,Current Obligations,Program administration,-32400,01/11/2006,12/31/2030
T-105,53rd Street,2024,Current Obligations,Program administration,-149100,01/10/2001,12/31/2025
T-140,79th/Cicero,2024,Current Obligations,Program administration,-23700,06/08/2005,12/31/2029
T-140,79th/Cicero,2024,Current Obligations,RA - Scottsdale Shopping Center Note 1A,-510400,06/08/2005,12/31/2029
T-121,47th/Halsted,2024,Current Obligations,Program administration,-124500,05/29/2002,12/31/2026
T-153,Elston/Armstrong Industrial Corridor,2024,Current Obligations,Program administration,-27600,07/19/2007,12/31/2031
T-112,79th Street/Southwest Highway,2024,Current Obligations,Program administration,-55900,10/03/2001,12/31/2025
T-110,Wilson Yard,2024,Current Obligations,Program administration,-290200,06/27/2001,12/31/2025
T-110,Wilson Yard,2024,Current Obligations,RA - 4400 N Broadway,-4979400,06/27/2001,12/31/2025
T-126,Madden/Wells,2024,Current Obligations,Program administration,-48500,11/06/2002,12/31/2026
T-105,53rd Street,2024,Current Obligations,RA - CJUF III Harper Court LLC,-2474800,01/10/2001,12/31/2025
T-126,Madden/Wells,2024,Current Obligations,"RA - Phase 1A ""For Sale"" Note-1",-238000,11/06/2002,12/31/2026
T-113,Roseland/Michigan,2024,Current Obligations,Program administration,-24100,01/16/2002,12/31/2026
T-151,Armitage/Pulaski,2024,Current Obligations,Program administration,-11600,06/13/2007,12/31/2031
T-114,119th and Halsted,2024,Current Obligations,Program administration,-60000,02/06/2002,12/31/2026
T-126,Madden/Wells,2024,Current Obligations,RA - Phase 2C tax-exempt note pmts,-155000,11/06/2002,12/31/2026
T-126,Madden/Wells,2024,Current Obligations,RA - Phase 2C taxable note pmts,-42000,11/06/2002,12/31/2026
T-126,Madden/Wells,2024,Current Obligations,RA - Phase 2A rental interest subsidy pmts,-192400,11/06/2002,12/31/2026
T-126,Madden/Wells,2024,Current Obligations,RA - Phase 1B rental interest subsidy,-54800,11/06/2002,12/31/2026
T-127,87th/Cottage Grove,2024,Current Obligations,Program administration,-78300,11/13/2002,12/31/2026
T-105,53rd Street,2024,Current Obligations,RA - Smart Hotels,-64800,01/10/2001,12/31/2025
T-115,Chicago/Central Park,2024,Current Obligations,Program administration,-228100,02/27/2002,12/31/2026
T-101,Jefferson/Roosevelt,2024,Current Obligations,RA - Home Depot,-465600,08/30/2000,12/31/2024
T-115,Chicago/Central Park,2024,Current Obligations,MSAC DS - Raby Horticultural,-604400,02/27/2002,12/31/2026
T-109,Lawrence/Broadway,2024,Current Obligations,RA - Uptown Broadway Building,-48000,06/27/2001,12/31/2025
T-115,Chicago/Central Park,2024,Current Obligations,MSAC DS - Westinghouse - TIF share,-2263600,02/27/2002,12/31/2026
T-098,63rd/Pulaski,2024,Current Obligations,Program administration,-72600,05/17/2000,12/31/2024
T-135,Pratt/Ridge Industrial Park Conservation Area,2024,Current Obligations,Program administration,-19400,06/23/2004,12/31/2028
T-096,Cicero/Archer,2024,Current Obligations,Program administration,-31300,05/17/2000,12/31/2024
T-135,Pratt/Ridge Industrial Park Conservation Area,2024,Current Obligations,RA - S&C Electric,-370600,06/23/2004,12/31/2028
T-157,Hollywood/Sheridan,2024,Current Obligations,Program administration,-9600,11/07/2007,12/31/2031
T-107,Division/Homan,2024,Current Obligations,Program administration,-51000,06/27/2001,12/31/2025
T-157,Hollywood/Sheridan,2024,Current Obligations,RA - Hollywood House,-575800,11/07/2007,12/31/2031
T-111,105th/Vincennes,2024,Current Obligations,Program administration,-65600,10/03/2001,12/31/2025
T-142,Western Avenue/Rock Island,2024,Current Obligations,Program administration,-50800,02/08/2006,12/31/2030
T-091,Peterson/Pulaski,2024,Proposed Projects,Proposed redevelopment project #1,-1200000,02/16/2000,12/31/2024
T-152,Little Village Industrial Corridor,2024,Proposed Projects,Proposed redevelopment project #1,-316700,06/13/2007,12/31/2031
T-096,Cicero/Archer,2024,Proposed Projects,Proposed redevelopment project #1,-800000,05/17/2000,12/31/2024
T-109,Lawrence/Broadway,2024,Proposed Projects,Proposed redevelopment project #1,-1250000,06/27/2001,12/31/2025
T-042,Sanitary Drainage and Ship Canal,2024,Proposed Transfers,To Little Village (Proposed redevelopment project),-316700,07/24/1991,12/31/2027
T-152,Little Village Industrial Corridor,2024,Proposed Transfers,From Sanitary & Ship Canal (Proposed redevelopment project),316700,06/13/2007,12/31/2031
T-173,Montrose/Clarendon,2024,Revenue,Property tax,211000,06/30/2010,12/31/2034
T-175,51st/Lake Park,2024,Revenue,Property tax,207400,11/15/2012,12/31/2036
T-177,Foster/California,2024,Revenue,Property tax,87700,03/05/2014,12/31/2038
T-178,Washington Park,2024,Revenue,Property tax,647600,10/08/2014,12/31/2038
T-180,Red Purple Transit,2024,Revenue,Property tax,16050400,11/20/2016,12/31/2052
T-172,Randolph/Wells,2024,Revenue,Property tax,525800,06/09/2010,12/31/2034
T-169,Ewing Avenue,2024,Revenue,Property tax,330500,03/10/2010,12/31/2034
T-176,107th/Halsted,2024,Revenue,Property tax,1160600,03/05/2014,12/31/2038
T-082,Belmont/Cicero,2024,Revenue,Property tax,1151200,01/12/2000,12/31/2024
T-089,Midway Industrial Corridor,2024,Revenue,Property tax,4235700,02/16/2000,12/31/2024
T-086,Central West,2024,Revenue,Property tax,22975500,02/16/2000,12/31/2024
T-093,South Chicago,2024,Revenue,Property tax,1464700,04/12/2000,12/31/2024
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2024,Revenue,Property tax,3617900,06/10/1998,12/31/2034
T-084,Western Avenue North,2024,Revenue,Property tax,5052600,01/12/2000,12/31/2024
T-087,Fullerton/Milwaukee,2024,Revenue,Property tax,8454400,02/16/2000,12/31/2024
T-021,Englewood Mall,2024,Revenue,Property tax,588000,11/29/1989,12/31/2025
T-094,Chicago/Kingsbury,2024,Revenue,Property tax,27187800,04/12/2000,12/31/2024
T-036,Read-Dunning,2024,Revenue,Property tax,2944100,01/11/1991,12/31/2027
T-092,Greater Southwest Industrial Corridor (West),2024,Revenue,Property tax,341400,04/12/2000,12/31/2024
T-085,Western Avenue South,2024,Revenue,Property tax,8611800,01/12/2000,12/31/2024
T-088,Lawrence/Kedzie,2024,Revenue,Property tax,7388900,02/16/2000,12/31/2024
T-081,Belmont/Central,2024,Revenue,Property tax,3493100,01/12/2000,12/31/2024
T-045,Stockyards Southeast Quadrant Industrial,2024,Revenue,Property tax,1736300,02/26/1992,12/31/2028
T-083,West Irving Park,2024,Revenue,Property tax,1132800,01/12/2000,12/31/2024
T-029,Michigan/Cermak,2024,Revenue,Property tax,1701000,09/13/1989,12/31/2025
T-090,Peterson/Cicero,2024,Revenue,Property tax,494700,02/16/2000,12/31/2024
T-062,Roosevelt/Racine,2024,Revenue,Property tax,1838900,11/04/1998,12/31/2034
T-091,Peterson/Pulaski,2024,Revenue,Property tax,1444900,02/16/2000,12/31/2024
T-095,Midwest,2024,Revenue,Property tax,17276300,05/17/2000,12/31/2036
T-042,Sanitary Drainage and Ship Canal,2024,Revenue,Property tax,683500,07/24/1991,12/31/2027
T-114,119th and Halsted,2024,Revenue,Property tax,1556900,02/06/2002,12/31/2026
T-118,47th/King Drive,2024,Revenue,Property tax,7954400,03/27/2002,12/31/2026
T-151,Armitage/Pulaski,2024,Revenue,Property tax,203400,06/13/2007,12/31/2031
