TIF Number,TIF Name,Time Period,Type,Description,Amount,Designation Date,Expiration Date
T-114,119th and Halsted,2025,Revenue,Property tax,1712900,02/06/2002,12/31/2026
T-149,Stevenson/Brighton,2025,Revenue,Property tax,2723300,04/11/2007,12/31/2031
T-166,North Pullman,2025,Revenue,Property tax,1406800,06/30/2009,12/31/2033
T-131,35th/State,2025,Revenue,Property tax,2710100,01/14/2004,12/31/2028
T-130,Edgewater/Ashland,2025,Revenue,Property tax,1605300,10/01/2003,12/31/2027
T-112,79th Street/Southwest Highway,2025,Revenue,Property tax,1590900,10/03/2001,12/31/2025
T-161,Ogden/Pulaski,2025,Revenue,Property tax,263400,04/09/2008,12/31/2032
T-107,Division/Homan,2025,Revenue,Property tax,1442000,06/27/2001,12/31/2025
T-117,47th/Ashland,2025,Revenue,Property tax,2895000,03/27/2002,12/31/2026
T-142,Western Avenue/Rock Island,2025,Revenue,Property tax,1435400,02/08/2006,12/31/2030
T-105,53rd Street,2025,Revenue,Property tax,4414600,01/10/2001,12/31/2025
T-133,83rd/Stewart,2025,Revenue,Property tax,1416000,03/31/2004,12/31/2028
T-122,Drexel Boulevard,2025,Revenue,Property tax,405900,07/10/2002,12/31/2026
T-111,105th/Vincennes,2025,Revenue,Property tax,1882000,10/03/2001,12/31/2025
T-150,Addison South,2025,Revenue,Property tax,4524100,05/09/2007,12/31/2031
T-163,Archer/Western,2025,Revenue,Property tax,158900,02/11/2009,12/31/2033
T-139,Ravenswood Corridor,2025,Revenue,Property tax,1845000,03/09/2005,12/31/2029
T-113,Roseland/Michigan,2025,Revenue,Property tax,623300,01/16/2002,12/31/2026
T-124,67th/Cicero,2025,Revenue,Property tax,274700,10/02/2002,12/31/2026
T-116,Lawrence/Pulaski,2025,Revenue,Property tax,1730300,02/27/2002,12/31/2026
T-110,Wilson Yard,2025,Revenue,Property tax,8694900,06/27/2001,12/31/2025
T-151,Armitage/Pulaski,2025,Revenue,Property tax,245800,06/13/2007,12/31/2031
T-129,Diversey/Narragansett,2025,Revenue,Property tax,2501300,02/05/2003,12/31/2027
T-136,47th/State,2025,Revenue,Property tax,1668500,07/21/2004,12/31/2028
T-126,Madden/Wells,2025,Revenue,Property tax,1365800,11/06/2002,12/31/2026
T-147,LaSalle Central,2025,Revenue,Property tax,57182300,11/15/2006,12/31/2030
T-153,Elston/Armstrong Industrial Corridor,2025,Revenue,Property tax,729000,07/19/2007,12/31/2031
T-127,87th/Cottage Grove,2025,Revenue,Property tax,2270800,11/13/2002,12/31/2026
T-144,Harrison/Central,2025,Revenue,Property tax,588800,07/26/2006,12/31/2030
T-141,26th and King Drive,2025,Revenue,Property tax,878000,01/11/2006,12/31/2030
T-106,Englewood Neighborhood,2025,Revenue,Property tax,5464100,06/27/2001,12/31/2025
T-145,73rd/University,2025,Revenue,Property tax,459300,09/13/2006,12/31/2030
T-123,Avalon Park/South Shore,2025,Revenue,Property tax,547000,07/31/2002,12/31/2026
T-143,63rd/Ashland,2025,Revenue,Property tax,1360700,03/29/2006,12/31/2030
T-134,Devon/Sheridan,2025,Revenue,Property tax,201100,03/31/2004,12/31/2028
T-156,Austin Commercial,2025,Revenue,Property tax,884800,09/27/2007,12/31/2031
T-125,119th/I-57,2025,Revenue,Property tax,4925500,11/06/2002,12/31/2026
T-118,47th/King Drive,2025,Revenue,Property tax,8322400,03/27/2002,12/31/2026
T-104,River West,2025,Revenue,Property tax,20395300,01/10/2001,12/31/2025
T-140,79th/Cicero,2025,Revenue,Property tax,615000,06/08/2005,12/31/2029
T-158,Weed/Freemont,2025,Revenue,Property tax,875800,01/08/2008,12/31/2032
T-115,Chicago/Central Park,2025,Revenue,Property tax,6772800,02/27/2002,12/31/2026
T-119,Lakefront,2025,Revenue,Property tax,414000,03/27/2002,12/31/2026
T-135,Pratt/Ridge Industrial Park Conservation Area,2025,Revenue,Property tax,482400,06/23/2004,12/31/2028
T-146,Touhy/Western,2025,Revenue,Property tax,546600,09/13/2006,12/31/2030
T-155,79th/Vincennes,2025,Revenue,Property tax,219900,09/27/2007,12/31/2031
T-128,Commercial Avenue,2025,Revenue,Property tax,1416400,11/13/2002,12/31/2026
T-109,Lawrence/Broadway,2025,Revenue,Property tax,4286200,06/27/2001,12/31/2025
T-167,Avondale,2025,Revenue,Property tax,74100,07/29/2009,12/31/2033
T-160,Kennedy/Kimball,2025,Revenue,Property tax,280600,03/12/2008,12/31/2032
T-172,Randolph/Wells,2025,Transfers Between TIF Districts,From LaSalle Central (RA - Randolph Tower),566600,06/09/2010,12/31/2034
T-042,Sanitary Drainage and Ship Canal,2025,Transfers Between TIF Districts,To Stevenson/Brighton (CPS - Brighton Park II),-300000,07/24/1991,12/31/2027
T-166,North Pullman,2025,Transfers Between TIF Districts,From Roseland/Michigan (RA - Whole Foods Distribution),507000,06/30/2009,12/31/2033
T-109,Lawrence/Broadway,2025,Transfers Between TIF Districts,To Hollywood/Sheridan (RA - Hollywood House),-575800,06/27/2001,12/31/2025
T-125,119th/I-57,2025,Transfers Between TIF Districts,To 105th/Vincennes (RA - Renaissance Beverly Ridge),-30000,11/06/2002,12/31/2026
T-111,105th/Vincennes,2025,Transfers Between TIF Districts,From 119th/I-57 (RA - Renaissance Beverly Ridge),30000,10/03/2001,12/31/2025
T-113,Roseland/Michigan,2025,Transfers Between TIF Districts,To North Pullman (RA - Whole Foods Distribution),-507000,01/16/2002,12/31/2026
T-147,LaSalle Central,2025,Transfers Between TIF Districts,To Randolph/Wells (RA - Randolph Tower),-566600,11/15/2006,12/31/2030
T-149,Stevenson/Brighton,2025,Transfers Between TIF Districts,From Sanitary & Ship Canal (CPS - Brighton Park II),300000,04/11/2007,12/31/2031
T-157,Hollywood/Sheridan,2025,Transfers Between TIF Districts,From Lawrence/Broadway (RA - Hollywood House),575800,11/07/2007,12/31/2031
T-176,107th/Halsted,2026,Current Obligations,Program administration,-96800,03/05/2014,12/31/2038
T-172,Randolph/Wells,2026,Current Obligations,Program administration,-41200,06/09/2010,12/31/2034
T-180,Red Purple Transit,2026,Current Obligations,Program administration,-1413900,11/20/2016,12/31/2052
T-172,Randolph/Wells,2026,Current Obligations,RA - Randolph Tower,-613700,06/09/2010,12/31/2034
T-178,Washington Park,2026,Current Obligations,Program administration,-54800,10/08/2014,12/31/2038
T-180,Red Purple Transit,2026,Current Obligations,CTA IGA Red Purple Modernization,-20004600,11/20/2016,12/31/2052
T-173,Montrose/Clarendon,2026,Current Obligations,Program administration,-18200,06/30/2010,12/31/2034
T-175,51st/Lake Park,2026,Current Obligations,Program administration,-14700,11/15/2012,12/31/2036
T-175,51st/Lake Park,2026,Current Obligations,RA - City Hyde Park,-207500,11/15/2012,12/31/2036
T-177,Foster/California,2026,Current Obligations,Program administration,-8300,03/05/2014,12/31/2038
T-169,Ewing Avenue,2026,Current Obligations,Program administration,-27500,03/10/2010,12/31/2034
T-095,Midwest,2026,Current Obligations,Program administration,-1224400,05/17/2000,12/31/2036
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2026,Current Obligations,Program administration,-258900,06/10/1998,12/31/2034
T-045,Stockyards Southeast Quadrant Industrial,2026,Current Obligations,Program administration,-126700,02/26/1992,12/31/2028
T-036,Read-Dunning,2026,Current Obligations,Program administration,-204100,01/11/1991,12/31/2027
T-042,Sanitary Drainage and Ship Canal,2026,Current Obligations,Program administration,-51900,07/24/1991,12/31/2027
T-062,Roosevelt/Racine,2026,Current Obligations,Program administration,-131300,11/04/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2026,Current Obligations,RA - A Finkl & Sons Co,-428000,06/10/1998,12/31/2034
T-113,Roseland/Michigan,2026,Current Obligations,Program administration,-45500,01/16/2002,12/31/2026
T-149,Stevenson/Brighton,2026,Current Obligations,CPS IGA - Brighton Pk II,-2795500,04/11/2007,12/31/2031
T-119,Lakefront,2026,Current Obligations,Program administration,-31400,03/27/2002,12/31/2026
T-149,Stevenson/Brighton,2026,Current Obligations,Program administration,-186000,04/11/2007,12/31/2031
T-123,Avalon Park/South Shore,2026,Current Obligations,Program administration,-40400,07/31/2002,12/31/2026
T-126,Madden/Wells,2026,Current Obligations,RA - Phase 1A rental interest subsidy,-107100,11/06/2002,12/31/2026
T-167,Avondale,2026,Current Obligations,Program administration,-8600,07/29/2009,12/31/2033
T-115,Chicago/Central Park,2026,Current Obligations,Program administration,-458600,02/27/2002,12/31/2026
T-130,Edgewater/Ashland,2026,Current Obligations,Program administration,-111200,10/01/2003,12/31/2027
T-126,Madden/Wells,2026,Current Obligations,Program administration,-95200,11/06/2002,12/31/2026
T-126,Madden/Wells,2026,Current Obligations,"RA - Phase 1A ""For Sale"" Note-1",-52000,11/06/2002,12/31/2026
T-117,47th/Ashland,2026,Current Obligations,Program administration,-198900,03/27/2002,12/31/2026
T-126,Madden/Wells,2026,Current Obligations,RA - Phase 1B rental interest subsidy,-115100,11/06/2002,12/31/2026
T-166,North Pullman,2026,Current Obligations,RA - Whole Foods Distribution,-840800,06/30/2009,12/31/2033
T-150,Addison South,2026,Current Obligations,RA - Green Exchange Note R-1 pmts,-2078600,05/09/2007,12/31/2031
T-141,26th and King Drive,2026,Current Obligations,RA - Mercy Hospital,-767700,01/11/2006,12/31/2030
T-139,Ravenswood Corridor,2026,Current Obligations,Program administration,-127300,03/09/2005,12/31/2029
T-135,Pratt/Ridge Industrial Park Conservation Area,2026,Current Obligations,Program administration,-36000,06/23/2004,12/31/2028
T-145,73rd/University,2026,Current Obligations,Program administration,-34400,09/13/2006,12/31/2030
T-141,26th and King Drive,2026,Current Obligations,Program administration,-62500,01/11/2006,12/31/2030
T-143,63rd/Ashland,2026,Current Obligations,Program administration,-94800,03/29/2006,12/31/2030
T-135,Pratt/Ridge Industrial Park Conservation Area,2026,Current Obligations,RA - S&C Electric,-385500,06/23/2004,12/31/2028
T-134,Devon/Sheridan,2026,Current Obligations,Program administration,-17200,03/31/2004,12/31/2028
T-125,119th/I-57,2026,Current Obligations,Program administration,-333600,11/06/2002,12/31/2026
T-125,119th/I-57,2026,Current Obligations,RA - Marshfield Plaza,-3221100,11/06/2002,12/31/2026
T-160,Kennedy/Kimball,2026,Current Obligations,Program administration,-22500,03/12/2008,12/31/2032
T-131,35th/State,2026,Current Obligations,Program administration,-185200,01/14/2004,12/31/2028
T-134,Devon/Sheridan,2026,Current Obligations,RA - Loyola University,-145000,03/31/2004,12/31/2028
T-133,83rd/Stewart,2026,Current Obligations,Program administration,-98500,03/31/2004,12/31/2028
T-166,North Pullman,2026,Current Obligations,RA - Pullman Park,-582600,06/30/2009,12/31/2033
T-166,North Pullman,2026,Current Obligations,Program administration,-97900,06/30/2009,12/31/2033
T-116,Lawrence/Pulaski,2026,Current Obligations,Program administration,-119600,02/27/2002,12/31/2026
T-114,119th and Halsted,2026,Current Obligations,Program administration,-118400,02/06/2002,12/31/2026
T-153,Elston/Armstrong Industrial Corridor,2026,Current Obligations,Program administration,-52600,07/19/2007,12/31/2031
T-161,Ogden/Pulaski,2026,Current Obligations,Program administration,-21300,04/09/2008,12/31/2032
T-150,Addison South,2026,Current Obligations,RA - Green Exchange HUD 108 loan,-1027200,05/09/2007,12/31/2031
T-126,Madden/Wells,2026,Current Obligations,RA - Phase 2A rental interest subsidy pmts,-589600,11/06/2002,12/31/2026
T-131,35th/State,2026,Current Obligations,RA - Park Boulevard Ph 1,-440200,01/14/2004,12/31/2028
T-131,35th/State,2026,Current Obligations,RA - Townsend Chicago LLC,-683800,01/14/2004,12/31/2028
T-127,87th/Cottage Grove,2026,Current Obligations,Program administration,-155800,11/13/2002,12/31/2026
T-124,67th/Cicero,2026,Current Obligations,Program administration,-22100,10/02/2002,12/31/2026
T-151,Armitage/Pulaski,2026,Current Obligations,Program administration,-20200,06/13/2007,12/31/2031
T-125,119th/I-57,2026,Current Obligations,RA - Renaissance Estates PayGo,-522200,11/06/2002,12/31/2026
T-119,Lakefront,2026,Current Obligations,RA - Lake Park Crescent For Sale,-450700,03/27/2002,12/31/2026
T-126,Madden/Wells,2026,Current Obligations,RA - Phase 2C tax-exempt note pmts,-860000,11/06/2002,12/31/2026
T-157,Hollywood/Sheridan,2026,Current Obligations,RA - Hollywood House,-575800,11/07/2007,12/31/2031
T-122,Drexel Boulevard,2026,Current Obligations,Program administration,-27300,07/10/2002,12/31/2026
T-121,47th/Halsted,2026,Current Obligations,Program administration,-249600,05/29/2002,12/31/2026
T-163,Archer/Western,2026,Current Obligations,Program administration,-14400,02/11/2009,12/31/2033
T-129,Diversey/Narragansett,2026,Current Obligations,RA - Brickyard Shopping Center Note A,-2598700,02/05/2003,12/31/2027
